,errors,input_errors,input_smape,mean_err,mean_smape,smape
0,0.7935602362340312,0.9947101449275361,31.444308159249722,1.3849413988657846,18.372526930283012,14.940529361298527
1,1.7279588043567966,2.2345370370370365,31.742982086183712,3.783696790123457,21.083562178618706,21.394847068960377
2,1.4355572259915315,1.8330034722222224,17.69833367275865,4.030481935763889,15.391720663648094,13.957223607023668
3,2.7980211574317493,1.4027870370370372,26.468935008368142,8.511546117901236,28.130415955028045,37.45758348653249
4,1.6917622195862831,3.653902439024391,33.342222210259784,3.724838786436645,10.278150827764057,10.803215518258364
5,2.459940096038783,2.3824050632911393,31.650259216026008,2.191163916039096,14.511072498031675,29.988200639448166
6,1.620648383555411,1.2695370370370374,16.630997190440013,1.6339047619047617,15.714399213143768,20.0796941858594
7,1.3735836959572378,1.2593582375478924,11.697238915501098,3.0950767604703393,23.130917605553098,12.882265073368531
8,1.7024541866518743,0.7113314176245211,15.075784090351943,2.469600475624257,14.753364300168478,21.10469251809534
9,3.3067738770806914,2.9315740740740734,16.86246336275709,2.0248259007306624,8.489582561839569,18.77038705242424
10,1.4593370606336433,1.596195286195286,15.186436279310191,5.653671258034893,18.190363407438863,15.071853503417671
11,2.459801810346184,5.663743386243386,54.21080394286947,1.8217777774767496,9.392199618904604,18.071980088686693
12,2.346167349327391,2.4493291404612156,26.322711548716796,4.971198291206835,25.205827455329565,23.381372942361374
13,1.8541469954785725,1.3399628325508608,16.268285942499023,7.914196786351915,45.311065435043666,18.244501535034267
14,2.251916626860945,2.1710265700483093,21.37713218515108,3.024805293005672,16.790723044350223,17.94097860435371
15,2.3534503667087394,2.2818031470777136,22.376049428245285,1.5374875557209746,23.423308342491314,21.555836509173183
16,1.9291658147855768,0.8439734299516907,7.733447565714404,12.399376181474478,20.623252948141097,17.815893475500257
17,4.909544081411644,5.7239468864468845,40.75047400237832,3.0926989494022457,20.154813508671037,35.56213564422863
18,1.593713528015822,1.8544806763285024,16.086377458552203,8.505595463137997,20.616381499388048,12.136493992711095
19,0.6717285835508142,0.820546594982079,19.626326161859556,1.9760020811654526,16.8841315447978,14.70458766512978
20,3.1140751320195297,2.1564454277286136,14.019987315030518,0.928020831701778,9.65162526801378,21.076368534182194
21,1.8855988681165483,3.355990990990991,40.60532899220987,10.07238248643596,19.761654867068398,18.771434467757192
22,2.2796208660677793,3.0376552287581697,23.332802630678195,2.547647058823529,17.204882627174484,15.647456040292207
23,5.581405082821027,5.228632850241546,34.02323879847127,0.10798254879227051,2.5592056003454333,37.11906992379679
24,2.1309092209539036,2.228467432950192,14.143122463498582,10.22795005945303,15.724319585218984,14.770619339508197
25,1.4470448761217032,2.754724249797243,27.221167786958343,4.419926316513847,19.438688670950814,13.482395407029454
26,0.9703672693062863,0.44780265339966835,6.396732383315118,6.276818890621519,18.702618302072068,11.626497416186194
27,1.6058207586716762,2.96780303030303,29.107301543516368,7.19992561983471,14.276246987549808,12.271365732902416
28,4.477568941383287,7.037568181818182,56.50637715979054,0.2543827904040404,7.447199427208317,28.744074884362387
29,2.1101189009444696,2.7577746212121212,20.4465844195188,1.6026451446280994,8.070413403493445,14.881149303667401
