time_interval,smape,mae
30,33.047663599815195,5.177372670066881
60,33.40282261690808,5.7297201323479
120,33.75526220456203,5.494730637993498
240,30.91041735426282,4.346332653734433
360,31.39660790164273,4.4787837523212755
480,30.907287446955618,4.374860231120685
