time_interval,smape,mae
30,17.34751882617235,2.5061675623673394
60,14.925262745613757,2.1729041265472167
120,12.860283125499988,1.8819370545723448
240,13.100448975725474,1.9189636495076616
360,12.318669763036276,1.7985056335407243
480,12.502400337750522,1.856693153668322
