time_interval,smape,mae
30,17.35165799390816,2.5321199981001685
60,17.805517245224763,2.5412080415559832
120,17.245813619474227,2.481274725244087
240,17.38802526937974,2.502666212194527
360,17.146988894623053,2.470211049015197
480,17.362474776922227,2.503829573922482
