,errors,input_errors,input_smape,mean_err,mean_smape,smape
0,1.067018826657856,4.400608695652174,37.89824551794289,0.33070993488762856,7.930331664717784,14.830172172789991
1,3.90292287309807,4.677533333333333,25.075761234549624,1.7019643347050755,21.50086563958823,21.836891050705333
2,3.063067412165126,2.233193472222222,6.608290476996692,2.2457476128472225,22.071538659169686,11.430839814906939
3,7.7650109380061965,45.66521987962963,57.433477718298896,1.2936018518518522,24.64650381285981,26.483996017121665
4,3.369645511722612,28.377121951219518,43.65444044084211,1.0580064776257518,6.550120517885797,9.376880895409004
5,2.148106582102379,3.5775443037974695,16.694060915475,2.1795226014349556,29.484266962022463,14.292950715659007
6,1.4342685894681326,3.776,25.280166465708128,2.1863492063492065,29.37194235631824,13.869498833668562
7,2.7801649108396465,5.15751724137931,30.906156965051938,1.8704775326257688,16.865618391331644,20.955099723067836
8,2.1396506833881292,10.746862068965516,38.3026008851909,0.12838089575901707,3.975951459656243,13.09753716270153
9,1.7804524921662583,7.889571428571428,22.34578235088633,2.046251924638168,11.160083356985146,7.88413386641955
10,4.812591672313942,7.249818181818181,19.657013776760433,2.3733363942454857,21.714773110113388,14.928659272150295
11,1.734692998202825,5.13581918605755,17.061670818560472,1.5617657680356098,12.19187071426568,8.977518348492605
12,4.770148371043941,5.656735849056603,24.818709349483246,2.5143679047506033,26.12486858129314,24.455108509583
13,1.4595364380889524,3.215408450704225,25.66222769572299,1.5581153430756687,17.126790615807533,14.831229570931288
14,1.0931944414998938,17.102956521739134,44.141661266543295,2.2243415248897285,17.78974962319968,8.544903445643104
15,0.5318231429032088,1.4982716024751124,20.487303169072177,1.8928233857165662,16.898784010237716,8.198909958678342
16,7.9132326922052565,4.699782608695651,7.436821115057961,2.371215605965133,20.920113331698207,12.535573932597112
17,2.9116012824188653,6.300780219780219,29.589254530343318,6.03096291376511,42.71865262551559,19.262627157349154
18,7.356043505059563,5.551000000000001,12.959802627546638,1.5849464398235666,12.089822659172897,17.53996847435049
19,1.6473992776342694,4.874903225806452,30.749444528659065,0.5221568967510696,13.224882008566443,14.544843974513823
20,0.8950864421643613,2.08970796460177,18.70345568667751,1.4831683504320357,9.50144434869173,9.297572016744724
21,8.522827295038745,37.15409777543682,40.07415925349008,1.5232992451911371,17.12990864869613,17.07786879391738
22,2.3501240832141397,5.433294117647058,26.148311001736005,1.5674543444828917,10.804583891376952,15.86178968883603
23,0.10487701383689482,13.895934707729467,76.76703303735069,1.9502140306658262,10.785399805255112,2.486595341283057
24,10.065675979059948,19.40151724137931,22.47676717223809,1.9429733121944774,13.63005252375557,17.231559399955383
25,4.263929943818923,7.611588149369122,27.054449846820336,2.0037764102746256,18.15972874445457,18.74038727980783
26,6.2075475652097785,3.1513432835820887,9.608539190967669,1.5277748075542685,16.929132686538573,18.53767944424581
